#Tract_length	Init_rate	lnL	
27.0	0.750797566642	1367288.39138	
27.0	0.792508542567	1367466.48132	
27.0	0.834219518492	1367661.05532	
27.0	0.875930494416	1367870.48682	
27.0	0.917641470341	1368093.37635	
28.2	0.718848734019	1370458.41756	
28.2	0.758784774798	1370615.24387	
28.2	0.798720815577	1370788.56905	
28.2	0.838656856356	1370976.76653	
28.2	0.878592897135	1371178.43688	
29.4	0.689507969366	1373509.63194	
29.4	0.727813967664	1373646.91995	
29.4	0.766119965962	1373800.71983	
29.4	0.80442596426	1373969.40504	
29.4	0.842731962558	1374151.57617	
30.6	0.662468441155	1376450.44461	
30.6	0.699272243441	1376569.71786	
30.6	0.736076045728	1376705.51447	
30.6	0.772879848014	1376856.20793	
30.6	0.809683650301	1377020.39882	
31.8	0.637469632055	1379288.41945	
31.8	0.672884611614	1379391.02997	
31.8	0.708299591172	1379510.17406	
31.8	0.743714570731	1379644.22523	
31.8	0.779129550289	1379791.78406	
33.0	0.614288918162	1382030.38159	
33.0	0.648416080282	1382117.53473	
33.0	0.682543242402	1382221.23054	
33.0	0.716670404522	1382339.84255	
33.0	0.750797566642	1382471.97136	
34.2	0.592734921034	1384682.50886	
34.2	0.625664638869	1384755.28374	
34.2	0.658594356704	1384844.60946	
34.2	0.691524074539	1384948.85954	
34.2	0.724453792374	1385066.6346	
