#lnL 	x[] 	 df 
468037.899032	-0.99489534829	-3.40119738166	0.0	0.0
468037.898921	-0.99489533829	-3.40119738166	0.0	0.0
468037.899144	-0.99489534829	-3.40119737166	0.0	0.0
473660.493536	-0.290296129189	-4.11080286391	0.0	0.0
473660.493837	-0.290296119189	-4.11080286391	0.0	0.0
473660.493237	-0.290296129189	-4.11080285391	0.0	0.0
463791.975737	-0.699931574486	-3.69825690896	0.0	0.0
463791.975719	-0.699931564486	-3.69825690896	0.0	0.0
463791.975755	-0.699931574486	-3.69825689896	0.0	0.0
463749.759824	-0.642876842706	-3.75559702601	0.0	0.0
463749.759836	-0.642876832706	-3.75559702601	0.0	0.0
463749.759813	-0.642876842706	-3.75559701601	0.0	0.0
463726.070427	-0.664978143902	-3.73346202668	0.0	0.0
463726.070427	-0.664978133902	-3.73346202668	0.0	0.0
463726.070428	-0.664978143902	-3.73346201668	0.0	0.0
463726.018011	-0.664036515236	-3.73446859673	0.0	0.0
463726.018011	-0.664036505236	-3.73446859673	0.0	0.0
463726.018011	-0.664036515236	-3.73446858673	0.0	0.0
463726.017858	-0.664041984838	-3.7345308324	0.0	0.0
463726.017858	-0.664041974838	-3.7345308324	0.0	0.0
463726.017858	-0.664041984838	-3.7345308224	0.0	0.0
