#lnL 	x[] 	 df 
1082420.7505	-0.288049284938	-3.40119738166	0.0	0.0
1082420.75081	-0.288049274938	-3.40119738166	0.0	0.0
1082420.75019	-0.288049284938	-3.40119737166	0.0	0.0
1072495.0629	-1.28804927902	-3.40108862986	0.0	0.0
1072495.06287	-1.28804926902	-3.40108862986	0.0	0.0
1072495.06293	-1.28804927902	-3.40108861986	0.0	0.0
1072274.09689	-1.19805904359	-3.40127138272	0.0	0.0
1072274.09687	-1.19805903359	-3.40127138272	0.0	0.0
1072274.0969	-1.19805904359	-3.40127137272	0.0	0.0
1072187.01126	-1.07950085997	-3.4017725732	0.0	0.0
1072187.01127	-1.07950084997	-3.4017725732	0.0	0.0
1072187.01126	-1.07950085997	-3.4017725632	0.0	0.0
1072183.43579	-1.10062334241	-3.40192171431	0.0	0.0
1072183.43579	-1.10062333241	-3.40192171431	0.0	0.0
1072183.43579	-1.10062334241	-3.40192170431	0.0	0.0
1072183.40438	-1.0991141794	-3.40213130693	0.0	0.0
1072183.40438	-1.0991141694	-3.40213130693	0.0	0.0
1072183.40438	-1.0991141794	-3.40213129693	0.0	0.0
1072183.40234	-1.09927008413	-3.40237448177	0.0	0.0
1072183.40234	-1.09927007413	-3.40237448177	0.0	0.0
1072183.40234	-1.09927008413	-3.40237447177	0.0	0.0
1072183.39564	-1.09989370304	-3.40334718113	0.0	0.0
1072183.39564	-1.09989369304	-3.40334718113	0.0	0.0
1072183.39564	-1.09989370304	-3.40334717113	0.0	0.0
1072183.35915	-1.10539677103	-3.40987156858	0.0	0.0
1072183.35915	-1.10539676103	-3.40987156858	0.0	0.0
1072183.35915	-1.10539677103	-3.40987155858	0.0	0.0
1072183.28435	-1.11724012665	-3.42249295877	0.0	0.0
1072183.28435	-1.11724011665	-3.42249295877	0.0	0.0
1072183.28435	-1.11724012665	-3.42249294877	0.0	0.0
1072183.22872	-1.29612620221	-3.60913927208	0.0	0.0
1072183.22872	-1.29612619221	-3.60913927208	0.0	0.0
1072183.22872	-1.29612620221	-3.60913926208	0.0	0.0
1072182.77792	-1.23377967592	-3.54226788102	0.0	0.0
1072182.77792	-1.23377966592	-3.54226788102	0.0	0.0
1072182.77792	-1.23377967592	-3.54226787102	0.0	0.0
1072182.55814	-1.24274588172	-3.54900464115	0.0	0.0
1072182.55814	-1.24274587172	-3.54900464115	0.0	0.0
1072182.55814	-1.24274588172	-3.54900463115	0.0	0.0
1072182.23424	-1.3100509146	-3.61291600756	0.0	0.0
1072182.23424	-1.3100509046	-3.61291600756	0.0	0.0
1072182.23424	-1.3100509146	-3.61291599756	0.0	0.0
1072182.14658	-1.39488087371	-3.69673843711	0.0	0.0
1072182.14658	-1.39488086371	-3.69673843711	0.0	0.0
1072182.14658	-1.39488087371	-3.69673842711	0.0	0.0
1072182.13839	-1.37833442321	-3.68100895886	0.0	0.0
1072182.13839	-1.37833441321	-3.68100895886	0.0	0.0
1072182.13839	-1.37833442321	-3.68100894886	0.0	0.0
1072182.13796	-1.37814181258	-3.68101002212	0.0	0.0
1072182.13796	-1.37814180258	-3.68101002212	0.0	0.0
1072182.13796	-1.37814181258	-3.68101001212	0.0	0.0
