#Tract_length	Init_rate	lnL	
15.0	0.267087127145	425040.125554	
15.0	0.400630690718	423003.762742	
15.0	0.53417425429	422459.616028	
15.0	0.667717817863	422883.981089	
21.0	0.190776519389	425041.819341	
21.0	0.286164779084	423008.235425	
21.0	0.381553038779	422465.536	
21.0	0.476941298473	422890.284567	
27.0	0.148381737303	425044.124776	
27.0	0.222572605954	423013.162545	
27.0	0.296763474606	422471.835527	
27.0	0.370954343257	422896.975255	
33.0	0.121403239611	425046.994685	
33.0	0.182104859417	423018.508121	
33.0	0.242806479223	422478.464135	
33.0	0.303508099029	422903.967817	
39.0	0.102725818133	425050.372614	
39.0	0.154088727199	423024.220031	
39.0	0.205451636265	422485.365476	
39.0	0.256814545332	422911.190805	
45.0	0.0890290423817	425054.209829	
45.0	0.133543563573	423030.247123	
45.0	0.178058084763	422492.486312	
45.0	0.222572605954	422918.584231	
