#Tract_length	Init_rate	lnL	
27.0	0.752517817298	1202877.94861	
27.0	0.794324362704	1202991.96971	
27.0	0.836130908109	1203119.40302	
27.0	0.877937453515	1203258.92692	
27.0	0.91974399892	1203409.40433	
28.2	0.72049578252	1205906.95428	
28.2	0.760523325993	1206004.98971	
28.2	0.800550869466	1206116.44782	
28.2	0.84057841294	1206240.00703	
28.2	0.880605956413	1206374.53024	
29.4	0.691087791397	1208820.00026	
29.4	0.729481557585	1208903.34754	
29.4	0.767875323774	1209000.12673	
29.4	0.806269089963	1209109.01623	
29.4	0.844662856151	1209228.87897	
30.6	0.663986309381	1211625.53679	
30.6	0.70087443768	1211695.34166	
30.6	0.737762565979	1211778.58657	
30.6	0.774650694278	1211873.94995	
30.6	0.811538822577	1211980.29474	
31.8	0.638930222235	1214331.13234	
31.8	0.674426345692	1214388.41151	
31.8	0.709922469149	1214459.13796	
31.8	0.745418592607	1214541.9901	
31.8	0.780914716064	1214635.8309	
33.0	0.615696395971	1216943.59085	
33.0	0.649901751303	1216989.25069	
33.0	0.684107106635	1217048.36425	
33.0	0.718312461967	1217119.60996	
33.0	0.752517817298	1217201.8508	
34.2	0.594093013657	1219469.05031	
34.2	0.627098181082	1219503.90225	
34.2	0.660103348507	1219552.21369	
34.2	0.693108515933	1219612.66306	
34.2	0.726113683358	1219684.11334	
