#lnL 	x[] 	 df 
2913167.46098	-1.20397280433	-0.916290731874	-0.69314718056	1.38629436112	-5.29831736655	-5.29831736655	-0.69682578	-1.45309823	-3.12708232	-4.15295349	-4.93252404	-3.97566549	-3.90817818	-4.71788783	-4.49238764	-4.54912794	-373240.611814	-117750.297208	73456.3558542	75596.1158763	-26005.3806404	26447.1273724	1912.40348472	-42631.1701598	-42529.9254478	-24243.9244749	-122.401303804	-6884.45844962	-634.848815025	-40680.8250878	-38163.5179028	-37820.5824365
2905336.33714	-1.20397198472	-0.916290108267	-1.60848955943	1.05704947011	-5.39685664031	-5.29831375669	-0.555798000738	-1.32577950765	-3.20304678863	-4.16888568658	-4.94289937874	-4.01660866532	-3.91084002317	-4.72379315456	-4.50159988358	-4.5505424265	-338231.396617	-124641.65599	-68835.1469744	17042.9099917	-24202.178238	25004.7306583	75387.8009002	-12275.4357212	-39499.7352144	-21294.465293	688.362372275	-5350.04961264	1616.2380408	-38606.3267114	-37208.7085299	-36374.8691592
2891485.59254	-1.20397248707	-0.916290490487	-1.04746057984	1.25884928786	-5.33646023621	-5.29831596924	-0.642236335638	-1.40381532739	-3.15648686821	-4.15912057115	-4.9365401564	-3.99151389379	-3.90920853402	-4.72017368026	-4.49595354213	-4.54967546356	-359274.815183	-119398.260459	11102.9403865	55837.0547374	-25334.4434714	25897.6282929	21365.6394121	-34396.7361956	-42391.9062189	-23621.7770111	-42.4959790631	-6777.71540771	-330.236293095	-40113.2455717	-38106.2102394	-37575.4194322
2725811.5407	-0.485099158386	-0.53248769612	-1.00127913394	1.19532515006	-5.36387993552	-5.27028016974	-0.644962189964	-1.38434833102	-3.18155849936	-4.16511556587	-4.94035877945	-4.00558438379	-3.91099186985	-4.72273425394	-4.49953890772	-4.5506940298	110965.266443	11727.7876356	-16989.564708	65838.0295132	-22363.7075567	23255.8760249	12187.4423274	-34805.6941446	-43339.2545633	-23693.2953493	-198.438648574	-5969.73214172	649.717849699	-40426.5933861	-37975.5476741	-37941.7231887
2741338.59503	-0.764192968361	-0.565856056775	-1.01248750657	1.16243636609	-5.37340731795	-5.26345617067	-0.638458312245	-1.37709781164	-3.18972837376	-4.16720973021	-4.94159786955	-4.01073130559	-3.91144617409	-4.72355125765	-4.50070435741	-4.55084607444	-185978.523699	8527.91628816	-5252.16523499	48791.2943949	-23809.0965052	24695.6100426	20652.2951259	-31880.0093217	-43211.2623532	-23819.199335	-204.604085901	-6396.17683922	293.303472011	-40270.382683	-38077.316707	-37807.5306424
2727273.68529	-0.671654557744	-0.532469660259	-1.00619066281	1.14113993741	-5.38083040012	-5.2565769328	-0.640650164986	-1.37389508498	-3.19695956855	-4.16909151295	-4.94274141825	-4.0151382807	-3.91198416222	-4.72433648963	-4.50179578193	-4.55110012915	-118588.846793	25409.1346292	-8911.91981864	49754.0680382	-23515.5435949	24446.2961444	19752.0585169	-31819.3771694	-43404.6228588	-23892.5977316	-240.925349504	-6387.2277342	357.588880694	-40287.2535664	-38077.8733289	-37863.9893273
2725811.5407	-0.485099158386	-0.53248769612	-1.00127913394	1.19532515006	-5.36387993552	-5.27028016974	-0.644962189964	-1.38434833102	-3.18155849936	-4.16511556587	-4.94035877945	-4.00558438379	-3.91099186985	-4.72273425394	-4.49953890772	-4.5506940298	110965.266306	11727.7874082	-16989.5648444	65838.0293768	-22363.7077841	23255.875843	12187.4423274	-34805.6941446	-43339.2545633	-23693.2953493	-198.438648574	-5969.73214172	649.717849699	-40426.5933861	-37975.5476741	-37941.7231887
2971255.84353	-1.47066726223	-0.532487448901	-1.00127866867	1.04496176525	-5.41096112043	-5.2702777183	-0.629122010958	-1.35421357277	-3.22342542744	-4.17600884174	-4.94682708618	-4.03190123879	-3.91363759338	-4.72710853963	-4.50567337603	-4.55170763403	-411153.953154	49860.7214872	21507.7422833	40065.8889557	-29128.4556468	29683.020313	28058.5696577	-31250.617093	-43175.6275124	-24894.3969434	-546.045578687	-9169.85419358	-2260.21558443	-39485.6639988	-38369.0161775	-37721.8762673
2728771.9044	-0.680990934869	-0.532487646983	-1.00127904146	1.165438884	-5.37323780426	-5.27027968249	-0.641813791803	-1.37835873851	-3.18987998104	-4.16728071626	-4.9416444218	-4.01081512884	-3.91151773455	-4.72360368812	-4.50075819626	-4.55089549404	-125694.867078	25633.0265458	-7330.40491134	51524.3513494	-23241.9663245	24134.0599189	19049.7431776	-32252.7254943	-43164.1510199	-23730.5909496	-192.846444006	-6253.12661738	445.132979164	-40268.2678975	-38005.5204579	-37819.8551332
2725089.03499	-0.651932996587	-0.532549263237	-0.99380033951	1.14712952985	-5.37931292875	-5.26329526604	-0.644170807724	-1.3764477001	-3.19585242296	-4.16890010302	-4.94260529514	-4.01455246061	-3.91201396854	-4.72428177447	-4.50169300409	-4.55111765126	-101276.604153	24119.2429925	-7601.55869841	51289.944961	-23332.7137309	24249.3472637	18632.6768291	-32236.2275936	-43379.9551455	-23869.050343	-229.425974303	-6326.1168626	412.309249679	-40302.484228	-38054.7229228	-37865.50247
