#Tract_length	Init_rate	lnL	
15.0	1.90785377922	648711.918653	
15.0	2.86178066883	654510.580194	
15.0	3.81570755844	660462.855245	
15.0	4.76963444805	666462.618972	
21.0	1.36275269944	659408.679622	
21.0	2.04412904916	663361.505891	
21.0	2.72550539889	667507.253027	
21.0	3.40688174861	671740.227731	
27.0	1.05991876623	668122.295312	
27.0	1.58987814935	671035.631485	
27.0	2.11983753247	674157.917014	
27.0	2.64979691558	677383.597593	
33.0	0.867206263282	675422.88428	
33.0	1.30080939492	677669.544237	
33.0	1.73441252656	680133.222215	
33.0	2.16801565821	682708.421549	
39.0	0.733789915085	681689.759293	
39.0	1.10068487263	683472.522459	
39.0	1.46757983017	685476.927006	
39.0	1.83447478771	687597.504334	
45.0	0.63595125974	687173.531859	
45.0	0.95392688961	688614.884554	
45.0	1.27190251948	690280.77156	
45.0	1.58987814935	692065.739542	
